ParcelNumber,SaleAmount,SaleDate,Bedrooms,YearBuilt,SquareFootageFinishedLiving,Grade,SaleDateYr,Grade out of 10,Year,Total Enrollment,Undergraduate Enrollment,Graduate Enrollment,CPI_Avg,SaleAmount_2024
020012000,350000,2006/06/12 04:00:00+00,4,1950.0,1435.0,C,2006,4.5,2006.0,22371,14678.0,7693.0,201.5583333333333,544726
020013000,152500,1997/10/09 04:00:00+00,5,1952.0,1344.0,C,1997,4.5,1997.0,20262,13246.0,7016.0,160.525,298015
020013000,265000,2014/05/23 04:00:00+00,5,1952.0,1344.0,C,2014,4.5,2014.0,23732,16483.0,7249.0,236.715,351181
020014000,54500,1977/08/22 04:00:00+00,3,1955.0,1278.0,B,1977,6.5,1977.0,15903,10330.0,5573.0,60.61666666666667,282043
020015000,252500,2019/01/25 05:00:00+00,4,1952.0,1527.0,C++,2019,5.5,2019.0,25018,17011.0,8007.0,255.65258333333335,309829
020015000,550000,2019/10/17 04:00:00+00,4,1952.0,1527.0,C++,2019,5.5,2019.0,25018,17011.0,8007.0,255.65258333333335,674876
020016000,193000,1999/10/15 04:00:00+00,3,1979.0,2382.0,B +,1999,7.0,1999.0,20794,13576.0,7218.0,166.58333333333334,363443
020016000,162000,1995/07/17 04:00:00+00,3,1979.0,2382.0,B +,1995,7.0,1995.0,20025,13108.0,6917.0,152.38333333333333,333494
020016100,350000,2010/06/03 04:00:00+00,3,1979.0,1755.0,B -,2010,6.0,2010.0,24391,15595.0,8796.0,218.0761666666667,503467
020016100,478000,2016/06/30 04:00:00+00,3,1979.0,1755.0,B -,2016,6.0,2016.0,23898,16331.0,7567.0,240.00541666666666,624767
020016200,83000,2013/10/16 04:00:00+00,3,2014.0,2074.0,C++,2013,5.5,2013.0,23464,16087.0,7377.0,232.95174999999998,111769
020016200,415000,2015/01/28 05:00:00+00,3,2014.0,2074.0,C++,2015,5.5,2015.0,23883,16736.0,7147.0,237.00175000000002,549298
020017000,339000,2001/08/31 04:00:00+00,4,1951.0,1860.0,B++,2001,7.5,2001.0,21133,13766.0,7367.0,177.04166666666666,600669
020017000,208000,2000/02/29 05:00:00+00,4,1951.0,1860.0,B++,2000,7.5,2000.0,20810,13718.0,7092.0,172.1916666666667,378933
020019100,640000,2011/12/01 05:00:00+00,4,1990.0,2818.0,B +,2011,7.0,2011.0,24297,15762.0,8535.0,224.923,892601
020019100,28000,1985/07/18 04:00:00+00,4,1990.0,2818.0,B +,1985,7.0,1985.0,16889,11195.0,5694.0,107.60000000000001,81631
020019100,767500,2018/08/10 04:00:00+00,4,1990.0,2818.0,B +,2018,7.0,2018.0,24639,16777.0,7862.0,251.0995,958835
020020000,150000,1991/05/31 04:00:00+00,5,1952.0,3701.0,A -,1991,8.0,1991.0,17606,11306.0,6300.0,136.16666666666666,345566
020020000,377000,2003/07/16 04:00:00+00,5,1952.0,3701.0,A -,2003,8.0,2003.0,21446,13829.0,7617.0,184.0,642739
020020000,200000,1998/08/24 04:00:00+00,5,1952.0,3701.0,A -,1998,8.0,1998.0,20448,13370.0,7078.0,163.00833333333333,384885
020021000,775000,2021/03/11 05:00:00+00,4,1971.0,2800.0,B +,2021,7.0,2021.0,26026,17299.0,8727.0,270.96791666666667,897212
020021000,60030,1971/07/09 04:00:00+00,4,1971.0,2800.0,B +,1971,7.0,1971.0,12351,7617.0,4734.0,40.483333333333334,465161
020022000,174000,1980/09/04 04:00:00+00,3,1969.0,2362.0,A,1980,8.5,1980.0,16452,11046.0,5406.0,82.38333333333334,662554
020023000,768000,2001/03/06 05:00:00+00,4,1953.0,3756.0,A +,2001,9.0,2001.0,21133,13766.0,7367.0,177.04166666666666,1360809
020023100,79500,1972/08/04 04:00:00+00,3,1964.0,3630.0,A,1972,8.5,1972.0,12907,8204.0,4703.0,41.80833333333333,596507
020023100,740000,2002/03/01 05:00:00+00,3,1964.0,3630.0,A,2002,8.5,2002.0,21536,13805.0,7731.0,179.86666666666667,1290602
020023100,390000,1999/10/15 04:00:00+00,3,1964.0,3630.0,A,1999,8.5,1999.0,20794,13576.0,7218.0,166.58333333333334,734420
020023A00,851000,2016/10/07 04:00:00+00,3,2000.0,2492.0,B++,2016,7.5,2016.0,23898,16331.0,7567.0,240.00541666666666,1112295
020023A00,848000,2017/02/23 05:00:00+00,3,2000.0,2492.0,B++,2017,7.5,2017.0,24360,16655.0,7705.0,245.121,1085242
020023A00,650000,2013/02/12 05:00:00+00,3,2000.0,2492.0,B++,2013,7.5,2013.0,23464,16087.0,7377.0,232.95174999999998,875303
020023A00,975000,2020/11/10 05:00:00+00,3,2000.0,2492.0,B++,2020,7.5,2020.0,25642,17314.0,8328.0,258.85575,1181566
020023A00,2967,2002/06/10 04:00:00+00,3,2000.0,2492.0,B++,2002,7.5,2002.0,21536,13805.0,7731.0,179.86666666666667,5174
020027000,1249000,2024/11/14 05:00:00+00,3,1950.0,3389.0,B,2024,6.5,2024.0,26470,17901.0,8569.0,313.69783333333334,1249000
020028000,38000,1970/09/08 04:00:00+00,4,1951.0,2518.0,B +,1970,7.0,1970.0,10852,6576.0,4276.0,38.84166666666667,306900
020028000,675000,2010/12/29 05:00:00+00,4,1951.0,2518.0,B +,2010,7.0,2010.0,24391,15595.0,8796.0,218.0761666666667,970972
020028000,385000,2002/07/23 04:00:00+00,4,1951.0,2518.0,B +,2002,7.0,2002.0,21536,13805.0,7731.0,179.86666666666667,671462
020029000,456000,2002/05/28 04:00:00+00,5,1951.0,3454.0,B,2002,6.5,2002.0,21536,13805.0,7731.0,179.86666666666667,795290
020029000,776795,2015/06/12 04:00:00+00,5,1951.0,3454.0,B,2015,6.5,2015.0,23883,16736.0,7147.0,237.00175000000002,1028173
020029000,425000,2002/03/04 05:00:00+00,5,1951.0,3454.0,B,2002,6.5,2002.0,21536,13805.0,7731.0,179.86666666666667,741224
020031000,155000,2015/06/12 04:00:00+00,5,1953.0,4568.0,B +,2015,7.0,2015.0,23883,16736.0,7147.0,237.00175000000002,205159
020031000,235000,1988/07/01 04:00:00+00,5,1953.0,4568.0,B +,1988,7.0,1988.0,17168,11197.0,5971.0,118.27499999999999,623284
020032000,1100000,2021/03/31 04:00:00+00,5,1956.0,2380.0,B +,2021,7.0,2021.0,26026,17299.0,8727.0,270.96791666666667,1273463
020032000,138000,1987/05/21 04:00:00+00,5,1956.0,2380.0,B +,1987,7.0,1987.0,17034,11097.0,5937.0,113.61666666666667,381020
020033000,87500,1980/02/29 05:00:00+00,8,1953.0,2610.0,B,1980,6.5,1980.0,16452,11046.0,5406.0,82.38333333333334,333180
020035000,165000,1998/04/06 04:00:00+00,8,1951.0,2310.0,B,1998,6.5,1998.0,20448,13370.0,7078.0,163.00833333333333,317530
020035000,248500,1999/09/17 04:00:00+00,8,1951.0,2310.0,B,1999,6.5,1999.0,20794,13576.0,7218.0,166.58333333333334,467957
020035000,245000,1990/07/20 04:00:00+00,8,1951.0,2310.0,B,1990,6.5,1990.0,17662,11304.0,6358.0,130.65833333333333,588220
020037000,85500,1978/06/15 04:00:00+00,3,1953.0,2970.0,B +,1978,7.0,1978.0,16179,10562.0,5617.0,65.24166666666666,411104
020038000,790000,2020/10/14 04:00:00+00,5,1953.0,2518.0,B +,2020,7.0,2020.0,25642,17314.0,8328.0,258.85575,957372
020038000,635000,2010/08/18 04:00:00+00,5,1953.0,2518.0,B +,2010,7.0,2010.0,24391,15595.0,8796.0,218.0761666666667,913433
020038000,220000,1997/10/31 04:00:00+00,5,1953.0,2518.0,B +,1997,7.0,1997.0,20262,13246.0,7016.0,160.525,429923
020039000,206500,1994/05/11 04:00:00+00,3,1954.0,2595.0,B,1994,6.5,1994.0,19724,12568.0,7156.0,148.225,437028
020041000,650000,2016/05/31 04:00:00+00,4,1952.0,1565.0,B +,2016,7.0,2016.0,23898,16331.0,7567.0,240.00541666666666,849579
020042000,593800,2018/04/02 04:00:00+00,3,1952.0,1639.0,B++,2018,7.5,2018.0,24639,16777.0,7862.0,251.0995,741832
020042000,550000,2010/07/09 04:00:00+00,3,1952.0,1639.0,B++,2010,7.5,2010.0,24391,15595.0,8796.0,218.0761666666667,791163
020042000,190000,1996/03/29 04:00:00+00,3,1952.0,1639.0,B++,1996,7.5,1996.0,19789,13129.0,6660.0,156.85833333333332,379977
020042000,814000,2020/04/24 04:00:00+00,3,1952.0,1639.0,B++,2020,7.5,2020.0,25642,17314.0,8328.0,258.85575,986456
020043000,151000,1987/11/12 05:00:00+00,5,1953.0,1705.0,B +,1987,7.0,1987.0,17034,11097.0,5937.0,113.61666666666667,416913
020044000,425000,2008/06/16 04:00:00+00,3,1952.0,2081.0,B +,2008,7.0,2008.0,22813,15207.0,7606.0,215.25424999999998,619367
020044000,93500,1986/06/10 04:00:00+00,3,1952.0,2081.0,B +,1986,7.0,1986.0,16985,11249.0,5736.0,109.69166666666666,267392
020044000,408400,2006/05/01 04:00:00+00,3,1952.0,2081.0,B +,2006,7.0,2006.0,22371,14678.0,7693.0,201.5583333333333,635618
020045000,165000,1991/09/18 04:00:00+00,4,1954.0,1807.0,B -,1991,6.0,1991.0,17606,11306.0,6300.0,136.16666666666666,380123
020046000,264000,2000/12/11 05:00:00+00,3,1954.0,1944.0,B +,2000,7.0,2000.0,20810,13718.0,7092.0,172.1916666666667,480953
020046000,402000,2002/08/09 04:00:00+00,3,1954.0,1944.0,B +,2002,7.0,2002.0,21536,13805.0,7731.0,179.86666666666667,701111
020047000,349900,2000/08/15 04:00:00+00,5,1960.0,2234.0,B -,2000,6.0,2000.0,20810,13718.0,7092.0,172.1916666666667,637445
020047000,75000,1985/05/29 04:00:00+00,5,1960.0,2234.0,B -,1985,6.0,1985.0,16889,11195.0,5694.0,107.60000000000001,218655
020048000,190000,1995/04/18 04:00:00+00,4,1954.0,2459.0,B +,1995,7.0,1995.0,20025,13108.0,6917.0,152.38333333333333,391135
020050000,925000,2017/07/11 04:00:00+00,4,1954.0,3887.0,A,2017,8.5,2017.0,24360,16655.0,7705.0,245.121,1183784
020050000,1149000,2021/03/05 05:00:00+00,4,1954.0,3887.0,A,2021,8.5,2021.0,26026,17299.0,8727.0,270.96791666666667,1330189
020050000,189000,1998/04/06 04:00:00+00,4,1954.0,3887.0,A,1998,8.5,1998.0,20448,13370.0,7078.0,163.00833333333333,363716
020050000,175000,1995/02/01 05:00:00+00,4,1954.0,3887.0,A,1995,8.5,1995.0,20025,13108.0,6917.0,152.38333333333333,360256
020050000,1360000,2022/05/24 04:00:00+00,4,1954.0,3887.0,A,2022,8.5,2022.0,26149,17496.0,8653.0,292.6254166666667,1457935
020050100,61000,1976/08/10 04:00:00+00,4,1955.0,2790.0,B,1976,6.5,1976.0,15529,10080.0,5449.0,56.93333333333334,336104
020051000,515000,2015/04/21 04:00:00+00,3,1951.0,2590.0,B++,2015,7.5,2015.0,23883,16736.0,7147.0,237.00175000000002,681659
020051000,418000,2011/01/18 05:00:00+00,3,1951.0,2590.0,B++,2011,7.5,2011.0,24297,15762.0,8535.0,224.923,582980
020052000,450000,2004/05/20 04:00:00+00,4,1954.0,2044.0,B,2004,6.5,2004.0,21691,14129.0,7562.0,188.90833333333333,747262
020053000,200000,2012/11/21 05:00:00+00,3,1959.0,2659.0,B -,2012,6.0,2012.0,23907,15822.0,8085.0,229.58608333333333,273272
020053000,135000,1982/12/10 05:00:00+00,3,1959.0,2659.0,B -,1982,6.0,1982.0,16446,11104.0,5342.0,96.53333333333335,438700
020054000,23000,1980/07/15 04:00:00+00,3,1981.0,1364.0,B,1980,6.5,1980.0,16452,11046.0,5406.0,82.38333333333334,87579
020054100,215000,1990/08/14 04:00:00+00,4,1968.0,1934.0,B++,1990,7.5,1990.0,17662,11304.0,6358.0,130.65833333333333,516193
020054100,420000,2005/01/18 05:00:00+00,4,1968.0,1934.0,B++,2005,7.5,2005.0,22071,14213.0,7858.0,195.26666666666665,674734
020054200,13500,1978/03/06 05:00:00+00,3,1979.0,2122.0,B,1978,6.5,1978.0,16179,10562.0,5617.0,65.24166666666666,64911
020054200,525000,2003/10/31 04:00:00+00,3,1979.0,2122.0,B,2003,6.5,2003.0,21446,13829.0,7617.0,184.0,895061
020054200,1087750,2024/09/17 04:00:00+00,3,1979.0,2122.0,B,2024,6.5,2024.0,26470,17901.0,8569.0,313.69783333333334,1087750
020054200,650000,2010/07/13 04:00:00+00,3,1979.0,2122.0,B,2010,6.5,2010.0,24391,15595.0,8796.0,218.0761666666667,935010
020054500,960000,2013/05/24 04:00:00+00,4,2010.0,3480.0,B++,2013,7.5,2013.0,23464,16087.0,7377.0,232.95174999999998,1292756
020054500,8500,1973/02/09 05:00:00+00,4,2010.0,3480.0,B++,1973,7.5,1973.0,13732,8873.0,4859.0,44.425000000000004,60020
020054500,210000,2009/05/14 04:00:00+00,4,2010.0,3480.0,B++,2009,7.5,2009.0,24355,15476.0,8879.0,214.56466666666665,307024
020054500,20963,2004/08/23 04:00:00+00,4,2010.0,3480.0,B++,2004,7.5,2004.0,21691,14129.0,7562.0,188.90833333333333,34810
020054600,210000,1995/01/13 05:00:00+00,3,1975.0,1803.0,B +,1995,7.0,1995.0,20025,13108.0,6917.0,152.38333333333333,432308
020054600,321000,1998/11/30 05:00:00+00,3,1975.0,1803.0,B +,1998,7.0,1998.0,20448,13370.0,7078.0,163.00833333333333,617741
020054600,655000,2014/10/22 04:00:00+00,3,1975.0,1803.0,B +,2014,7.0,2014.0,23732,16483.0,7249.0,236.715,868014
020055100,89900,1985/07/02 04:00:00+00,4,1973.0,2343.0,B -,1985,6.0,1985.0,16889,11195.0,5694.0,107.60000000000001,262095
020055101,10500,1974/05/03 04:00:00+00,4,1975.0,1972.0,B -,1974,6.0,1974.0,14382,9358.0,5024.0,49.31666666666666,66789
020055101,530000,2014/07/16 04:00:00+00,4,1975.0,1972.0,B -,2014,6.0,2014.0,23732,16483.0,7249.0,236.715,702362
020055200,500000,2011/06/27 04:00:00+00,3,1967.0,1734.0,B++,2011,7.5,2011.0,24297,15762.0,8535.0,224.923,697344
020055200,1125000,2023/05/03 04:00:00+00,3,1967.0,1734.0,B++,2023,7.5,2023.0,25944,17618.0,8326.0,304.70416666666665,1158205
020055200,750000,2013/09/06 04:00:00+00,3,1967.0,1734.0,B++,2013,7.5,2013.0,23464,16087.0,7377.0,232.95174999999998,1009966
020055300,76500,1977/05/23 04:00:00+00,5,1975.0,1512.0,B -,1977,6.0,1977.0,15903,10330.0,5573.0,60.61666666666667,395895
020055300,450000,2012/04/30 04:00:00+00,5,1975.0,1512.0,B -,2012,6.0,2012.0,23907,15822.0,8085.0,229.58608333333333,614863
020055400,71000,1975/08/04 04:00:00+00,4,1975.0,1902.0,B -,1975,6.0,1975.0,15179,9770.0,5409.0,53.824999999999996,413795
020055400,609300,2019/02/22 05:00:00+00,4,1975.0,1902.0,B -,2019,6.0,2019.0,25018,17011.0,8007.0,255.65258333333335,747639
020055500,1025000,2023/05/18 04:00:00+00,4,1975.0,1512.0,B++,2023,7.5,2023.0,25944,17618.0,8326.0,304.70416666666665,1055253
020055500,190000,1995/03/20 04:00:00+00,4,1975.0,1512.0,B++,1995,7.5,1995.0,20025,13108.0,6917.0,152.38333333333333,391135
020055500,560000,2011/04/22 04:00:00+00,4,1975.0,1512.0,B++,2011,7.5,2011.0,24297,15762.0,8535.0,224.923,781026
020055500,631250,2017/08/04 04:00:00+00,4,1975.0,1512.0,B++,2017,7.5,2017.0,24360,16655.0,7705.0,245.121,807853
020055600,405000,2003/06/16 04:00:00+00,4,1975.0,1512.0,B -,2003,6.0,2003.0,21446,13829.0,7617.0,184.0,690476
020055600,265400,2000/08/02 04:00:00+00,4,1975.0,1512.0,B -,2000,6.0,2000.0,20810,13718.0,7092.0,172.1916666666667,483504
020055600,660000,2021/04/08 04:00:00+00,4,1975.0,1512.0,B -,2021,6.0,2021.0,26026,17299.0,8727.0,270.96791666666667,764077
020055600,157000,1992/06/02 04:00:00+00,4,1975.0,1512.0,B -,1992,6.0,1992.0,19867,12614.0,7253.0,140.30833333333334,351016
020055800,942500,2011/07/28 04:00:00+00,4,1967.0,3542.0,A -,2011,8.0,2011.0,24297,15762.0,8535.0,224.923,1314495
020058000,191350,2008/02/01 05:00:00+00,3,1951.0,1282.0,C +,2008,5.0,2008.0,22813,15207.0,7606.0,215.25424999999998,278861
020058000,375000,2015/03/24 04:00:00+00,3,1951.0,1282.0,C +,2015,5.0,2015.0,23883,16736.0,7147.0,237.00175000000002,496353
020059000,23000,1969/02/20 05:00:00+00,3,1952.0,1424.0,B,1969,6.5,1969.0,9735,5769.0,3966.0,36.68333333333333,196684
020060000,575000,2003/11/25 05:00:00+00,3,1955.0,2656.0,B +,2003,7.0,2003.0,21446,13829.0,7617.0,184.0,980305
020060000,110500,1984/08/16 04:00:00+00,3,1955.0,2656.0,B +,1984,7.0,1984.0,16531,10962.0,5569.0,103.93333333333334,333517
020060000,500,1998/10/05 04:00:00+00,3,1955.0,2656.0,B +,1998,7.0,1998.0,20448,13370.0,7078.0,163.00833333333333,962
020061000,210000,1992/07/23 04:00:00+00,5,1952.0,3096.0,B++,1992,7.5,1992.0,19867,12614.0,7253.0,140.30833333333334,469512
020061000,850000,2015/01/20 05:00:00+00,5,1952.0,3096.0,B++,2015,7.5,2015.0,23883,16736.0,7147.0,237.00175000000002,1125068
020061000,335000,2000/04/19 04:00:00+00,5,1952.0,3096.0,B++,2000,7.5,2000.0,20810,13718.0,7092.0,172.1916666666667,610301
020061000,753000,2012/07/23 04:00:00+00,5,1952.0,3096.0,B++,2012,7.5,2012.0,23907,15822.0,8085.0,229.58608333333333,1028871
020062000,515000,2007/02/27 05:00:00+00,3,1952.0,2137.0,B++,2007,7.5,2007.0,22534,15079.0,7455.0,207.34416666666667,779160
020062000,549000,2014/11/12 05:00:00+00,3,1952.0,2137.0,B++,2014,7.5,2014.0,23732,16483.0,7249.0,236.715,727542
020063000,110000,2001/08/17 04:00:00+00,4,1953.0,3259.0,B++,2001,7.5,2001.0,21133,13766.0,7367.0,177.04166666666666,194907
020064000,170000,1990/11/28 05:00:00+00,3,1953.0,2241.0,B,1990,6.5,1990.0,17662,11304.0,6358.0,130.65833333333333,408153
020064000,297500,2012/08/23 04:00:00+00,3,1953.0,2241.0,B,2012,6.5,2012.0,23907,15822.0,8085.0,229.58608333333333,406492
020065000,1212325,2022/11/10 05:00:00+00,4,1952.0,2708.0,B++,2022,7.5,2022.0,26149,17496.0,8653.0,292.6254166666667,1299626
020065000,367500,2012/02/17 05:00:00+00,4,1952.0,2708.0,B++,2012,7.5,2012.0,23907,15822.0,8085.0,229.58608333333333,502138
020066000,125000,1986/05/28 04:00:00+00,3,1952.0,1949.0,B++,1986,7.5,1986.0,16985,11249.0,5736.0,109.69166666666666,357476
020066000,495000,2015/06/09 04:00:00+00,3,1952.0,1949.0,B++,2015,7.5,2015.0,23883,16736.0,7147.0,237.00175000000002,655186
020066000,309000,2002/11/15 05:00:00+00,3,1952.0,1949.0,B++,2002,7.5,2002.0,21536,13805.0,7731.0,179.86666666666667,538913
020076000,132000,1993/07/29 04:00:00+00,3,2023.0,3286.0,A -,1993,8.0,1993.0,19711,12446.0,7265.0,144.475,286610
030006000,950000,2024/11/13 05:00:00+00,4,1956.0,2250.0,C,2024,4.5,2024.0,26470,17901.0,8569.0,313.69783333333334,950000
030009000,260000,2016/11/02 04:00:00+00,2,1950.0,825.0,C,2016,4.5,2016.0,23898,16331.0,7567.0,240.00541666666666,339831
030009000,55000,1986/12/30 05:00:00+00,2,1950.0,825.0,C,1986,4.5,1986.0,16985,11249.0,5736.0,109.69166666666666,157289
030012000,92000,1986/10/01 04:00:00+00,4,1955.0,1579.0,C,1986,4.5,1986.0,16985,11249.0,5736.0,109.69166666666666,263102
030016000,425000,2005/07/27 04:00:00+00,4,1951.0,3233.0,B++,2005,7.5,2005.0,22071,14213.0,7858.0,195.26666666666665,682766
030016000,92000,1987/06/12 04:00:00+00,4,1951.0,3233.0,B++,1987,7.5,1987.0,17034,11097.0,5937.0,113.61666666666667,254013
030016000,739000,2015/07/09 04:00:00+00,4,1951.0,3233.0,B++,2015,7.5,2015.0,23883,16736.0,7147.0,237.00175000000002,978147
030019000,259900,2003/09/10 04:00:00+00,2,1950.0,1316.0,B,2003,6.5,2003.0,21446,13829.0,7617.0,184.0,443098
030019000,154500,1999/06/02 04:00:00+00,2,1950.0,1316.0,B,1999,6.5,1999.0,20794,13576.0,7218.0,166.58333333333334,290943
030019000,141750,1997/07/31 04:00:00+00,2,1950.0,1316.0,B,1997,6.5,1997.0,20262,13246.0,7016.0,160.525,277007
030022000,402000,2012/06/15 04:00:00+00,3,1951.0,1142.0,B,2012,6.5,2012.0,23907,15822.0,8085.0,229.58608333333333,549277
030023000,258000,2003/03/24 04:00:00+00,1,2006.0,648.0,C +,2003,5.0,2003.0,21446,13829.0,7617.0,184.0,439858
030023000,175000,2001/08/07 04:00:00+00,1,2006.0,648.0,C +,2001,5.0,2001.0,21133,13766.0,7367.0,177.04166666666666,310080
030023000,520000,2017/12/01 05:00:00+00,1,2006.0,648.0,C +,2017,5.0,2017.0,24360,16655.0,7705.0,245.121,665478
030023000,610000,2020/07/28 04:00:00+00,1,2006.0,648.0,C +,2020,5.0,2020.0,25642,17314.0,8328.0,258.85575,739236
030024000,212000,1994/04/21 04:00:00+00,3,1952.0,2604.0,B,1994,6.5,1994.0,19724,12568.0,7156.0,148.225,448668
030024100,500000,2005/09/15 04:00:00+00,4,1994.0,3449.0,A,2005,8.5,2005.0,22071,14213.0,7858.0,195.26666666666665,803254
030025000,307500,2010/11/15 05:00:00+00,2,1952.0,1350.0,C++,2010,5.5,2010.0,24391,15595.0,8796.0,218.0761666666667,442332
030028000,89000,1983/08/02 04:00:00+00,3,1951.0,2564.0,B,1983,6.5,1983.0,16379,10967.0,5412.0,99.58333333333333,280359
030029000,56500,1979/07/05 04:00:00+00,5,1951.0,1805.0,B++,1979,7.5,1979.0,16464,10838.0,5626.0,72.58333333333333,244187
030029000,965000,2021/09/24 04:00:00+00,5,1951.0,1805.0,B++,2021,7.5,2021.0,26026,17299.0,8727.0,270.96791666666667,1117174
030029000,435000,2020/01/21 05:00:00+00,5,1951.0,1805.0,B++,2020,7.5,2020.0,25642,17314.0,8328.0,258.85575,527160
030030000,715000,2024/05/02 04:00:00+00,3,1951.0,1792.0,B,2024,6.5,2024.0,26470,17901.0,8569.0,313.69783333333334,715000
030031000,200525,1993/02/23 05:00:00+00,3,1951.0,2367.0,A,1993,8.5,1993.0,19711,12446.0,7265.0,144.475,435398
030032000,98900,1987/09/03 04:00:00+00,3,1953.0,1500.0,B -,1987,6.0,1987.0,17034,11097.0,5937.0,113.61666666666667,273064
030033000,95000,1988/08/31 04:00:00+00,3,1954.0,2280.0,B +,1988,7.0,1988.0,17168,11197.0,5971.0,118.27499999999999,251966
030033000,398000,2019/05/23 04:00:00+00,3,1954.0,2280.0,B +,2019,7.0,2019.0,25018,17011.0,8007.0,255.65258333333335,488364
030034000,148000,1996/06/05 04:00:00+00,3,1954.0,2144.0,B,1996,6.5,1996.0,19789,13129.0,6660.0,156.85833333333332,295982
030034000,162000,1998/05/27 04:00:00+00,3,1954.0,2144.0,B,1998,6.5,1998.0,20448,13370.0,7078.0,163.00833333333333,311757
030034000,181500,2000/06/19 04:00:00+00,3,1954.0,2144.0,B,2000,6.5,2000.0,20810,13718.0,7092.0,172.1916666666667,330655
030035000,327000,2015/12/04 05:00:00+00,3,1952.0,1521.0,B,2015,6.5,2015.0,23883,16736.0,7147.0,237.00175000000002,432820
030036000,48500,1977/05/11 04:00:00+00,3,1952.0,1425.0,B,1977,6.5,1977.0,15903,10330.0,5573.0,60.61666666666667,250992
030037000,22500,1969/03/06 05:00:00+00,4,1953.0,1200.0,B,1969,6.5,1969.0,9735,5769.0,3966.0,36.68333333333333,192408
030037000,270000,2007/04/30 04:00:00+00,4,1953.0,1200.0,B,2007,6.5,2007.0,22534,15079.0,7455.0,207.34416666666667,408491
030038000,132000,2000/03/30 04:00:00+00,2,1954.0,1295.0,B,2000,6.5,2000.0,20810,13718.0,7092.0,172.1916666666667,240476
030038000,81000,1986/07/01 04:00:00+00,2,1954.0,1295.0,B,1986,6.5,1986.0,16985,11249.0,5736.0,109.69166666666666,231644
030040000,415000,2018/06/14 04:00:00+00,4,1954.0,1478.0,C,2018,4.5,2018.0,24639,16777.0,7862.0,251.0995,518458
030041000,341000,2005/03/18 04:00:00+00,4,1955.0,2624.0,B++,2005,7.5,2005.0,22071,14213.0,7858.0,195.26666666666665,547819
030042000,266000,2003/07/22 04:00:00+00,3,1954.0,1534.0,B +,2003,7.0,2003.0,21446,13829.0,7617.0,184.0,453497
030042000,420000,2007/06/29 04:00:00+00,3,1954.0,1534.0,B +,2007,7.0,2007.0,22534,15079.0,7455.0,207.34416666666667,635431
030042000,459000,2016/08/26 04:00:00+00,3,1954.0,1534.0,B +,2016,7.0,2016.0,23898,16331.0,7567.0,240.00541666666666,599933
030043000,120000,1990/12/04 05:00:00+00,4,1952.0,2208.0,B,1990,6.5,1990.0,17662,11304.0,6358.0,130.65833333333333,288108
030043000,653000,2019/07/02 04:00:00+00,4,1952.0,2208.0,B,2019,6.5,2019.0,25018,17011.0,8007.0,255.65258333333335,801261
030043000,245000,2001/07/02 04:00:00+00,4,1952.0,2208.0,B,2001,6.5,2001.0,21133,13766.0,7367.0,177.04166666666666,434112
030045000,799000,2006/02/28 05:00:00+00,3,1952.0,2746.0,A,2006,8.5,2006.0,22371,14678.0,7693.0,201.5583333333333,1243533
030045000,769000,2017/06/01 04:00:00+00,3,1952.0,2746.0,A,2017,8.5,2017.0,24360,16655.0,7705.0,245.121,984141
030045000,135000,1982/11/15 05:00:00+00,3,1952.0,2746.0,A,1982,8.5,1982.0,16446,11104.0,5342.0,96.53333333333335,438700
030055000,50000,1986/03/13 04:00:00+00,4,1958.0,1236.0,D,1986,3.0,1986.0,16985,11249.0,5736.0,109.69166666666666,142990
030058000,113500,1999/06/18 04:00:00+00,3,1970.0,1035.0,C,1999,4.5,1999.0,20794,13576.0,7218.0,166.58333333333334,213735
030058000,82500,1998/10/08 04:00:00+00,3,1970.0,1035.0,C,1998,4.5,1998.0,20448,13370.0,7078.0,163.00833333333333,158765
030060100,246000,2001/03/13 04:00:00+00,3,2000.0,2036.0,B,2001,6.5,2001.0,21133,13766.0,7367.0,177.04166666666666,435884
030060100,375000,2005/05/24 04:00:00+00,3,2000.0,2036.0,B,2005,6.5,2005.0,22071,14213.0,7858.0,195.26666666666665,602441
030060101,410000,2005/06/24 04:00:00+00,3,1997.0,1930.0,B -,2005,6.0,2005.0,22071,14213.0,7858.0,195.26666666666665,658669
030060101,30000,1997/06/19 04:00:00+00,3,1997.0,1930.0,B -,1997,6.0,1997.0,20262,13246.0,7016.0,160.525,58625
030060101,340000,2011/08/05 04:00:00+00,3,1997.0,1930.0,B -,2011,6.0,2011.0,24297,15762.0,8535.0,224.923,474194
030060110,198233,1998/08/28 04:00:00+00,3,1998.0,2610.0,B,1998,6.5,1998.0,20448,13370.0,7078.0,163.00833333333333,381485
030060120,620000,2010/04/15 04:00:00+00,5,2000.0,3404.0,B +,2010,7.0,2010.0,24391,15595.0,8796.0,218.0761666666667,891856
030060120,50000,2001/03/23 04:00:00+00,5,2000.0,3404.0,B +,2001,7.0,2001.0,21133,13766.0,7367.0,177.04166666666666,88594
030060130,690000,2022/06/09 04:00:00+00,4,1999.0,2587.0,B,2022,6.5,2022.0,26149,17496.0,8653.0,292.6254166666667,739687
030060130,211963,2000/01/14 05:00:00+00,4,1999.0,2587.0,B,2000,6.5,2000.0,20810,13718.0,7092.0,172.1916666666667,386153
